,lat,lng,date,addr,turst
3538,42.35916149,-83.03157838,2013/3/14,3741 MITCHELL,True
3539,42.33746633,-83.08247121,2013/3/14,3336 16TH,True
3540,42.3620975,-83.0358326,2013/3/14,4262 GRANDY,True
3541,42.34436274,-83.08649037,2013/3/14,4303 16TH,True
3542,42.34408273,-83.09090015,2013/3/14,4457 HUMBOLDT,True
3543,42.34149586,-83.0904692,2013/3/14,2748 POPLAR,True
3544,42.33423879,-83.10500408,2013/3/13,3834 LOVETT,True
3545,42.43433866,-83.0917079,2013/3/13,19221 CARDONI,True
3546,42.33884791,-83.10033273,2013/3/13,4242 MCKINLEY,True
3547,42.34072037,-83.10817746,2013/3/13,4683 SCOTTEN,True
3548,42.33777053,-83.1060273,2013/3/13,4163 SCOTTEN,True
3549,42.34555304,-83.10561248,2013/3/13,3843 MERRICK,True
3550,42.34351235,-83.10361212,2013/3/13,3809 MOHAWK,True
3551,42.34624672,-83.10003198,2013/3/13,5050 23RD,True
3552,42.42120956,-82.94534391,2013/3/13,10864 SOMERSET,True
3553,42.42692718,-83.10107134,2013/3/13,49 E GREENDALE,True
3554,42.42692718,-83.10121192,2013/3/13,45 E GREENDALE,True
3555,42.43883832,-83.09615801,2013/3/13,19703 OMIRA,True
3556,42.39853842,-83.26430819,2003/12/13,15065 BRAMELL,True
3557,42.39507005,-83.26152313,2003/12/13,14724 LAMPHERE,True
3558,42.41800161,-83.24245401,2003/12/13,17344 STOUT,True
3559,42.4275909,-83.23966319,2003/12/13,18926 VAUGHAN,True
3560,42.39352023,-83.2564335,2003/12/13,11837 W OUTER DRIVE,True
3561,42.3978966,-83.24864062,2003/12/13,11090 W OUTER DRIVE,True
3562,42.3991111,-83.26425288,2003/12/13,15108 BRAMELL,True
3563,42.42720143,-83.24168314,2003/12/13,18904 KENTFIELD,True
3564,42.38138094,-83.01150793,2003/12/13,5411 IROQUOIS,True
3565,42.40336763,-83.25451725,2003/12/13,15485 BURGESS,True
3566,42.31796281,-83.07694947,2003/12/13,2801 W FORT,True
3567,42.31840298,-83.07591933,2003/12/13,2725 W FORT,True
3568,42.34235085,-83.21212365,2003/12/13,6878 RUTLAND,True
3569,42.43441817,-83.0917079,2003/12/13,19227 CARDONI,True
3570,42.33168114,-83.04799604,2003/11/13,5181 - 87 WABASH,True
3571,42.38834303,-83.10065076,2003/11/13,1409 WEBB,True
3572,42.41029745,-83.15896774,2003/11/13,16135 KENTUCKY,True
3573,42.34296801,-83.11033749,2003/11/13,4235 HERBERT,True
3574,42.32776066,-83.11480654,2003/11/13,3439 HAMMOND,True
3575,42.43321058,-83.1040834,2003/11/13,19160 DERBY,True
3576,42.31350751,-83.08243397,2003/11/13,1485 -87 W GRAND BLVD,True
3577,42.31348436,-83.08241782,2003/11/13,1481 -83 W GRAND BLVD,True
3578,42.35601576,-83.13063083,2003/11/13,5590 IVANHOE,True
3579,42.35601576,-83.13063083,2003/11/13,5590 IVANHOE,True
3580,42.3886311,-83.23203393,2003/11/13,14054 WESTWOOD,True
3581,42.33950011,-83.10415715,2003/11/13,1317 W GRAND BLVD,True
3582,42.39766153,-83.24957972,2003/11/13,11143 W OUTER DRIVE,True
3583,42.3404588,-83.10478399,2003/11/13,1360 W GRAND BLVD,True
3584,42.39665789,-83.24806793,2003/8/13,14871 TRINITY,True
3585,42.39421851,-83.2603478,2003/8/13,14575 DACOSTA,True
3586,42.38794779,-83.24218784,2003/8/13,14021 FIELDING,True
3587,42.40050651,-83.24898169,2003/8/13,21130 FENKELL,True
3588,42.39930123,-83.24701359,2003/8/13,15092 BURT RD,True
3589,42.3874984,-82.96371359,2003/8/13,4300 DICKERSON,True
3590,42.36013747,-83.01195271,2003/8/13,2934 HELEN,True
3591,42.39548141,-82.9554379,2003/8/13,4843 MANISTIQUE,True
3592,42.38242145,-83.19121319,2003/8/13,12800 TERRY,True
3593,42.3642177,-83.04542304,2003/8/13,1996 DAVIS PLACE,True
3594,42.39963769,-83.16381769,2003/8/13,14921 BIRWOOD,True
3595,42.33438171,-83.21603845,2003/8/13,12919 W SEVEN MILE,True
3596,42.40177172,-83.15535073,2003/8/13,8527 ELLSWORTH,True
3597,42.36958964,-82.99635658,2003/8/13,3485 ROHNS,True
3598,42.36803982,-82.98541681,2003/8/13,2551 HURLBUT,True
3599,42.38161946,-83.00667641,2003/8/13,5301 CRANE,True
3600,42.33168114,-83.04799604,2003/8/13,15354 SANTA ROSA,True
3601,42.36502891,-82.9958634,2003/8/13,2544 FISCHER,True
3602,42.39276088,-83.24441289,2003/8/13,14432 BRAILE,True
3603,42.3705806,-82.99009738,2003/8/13,3175 PENNSYLVANIA,True
3604,42.39212136,-83.24891371,2003/8/13,14390 BLACKSTONE,True
3605,42.42771765,-83.2463372,2003/8/13,18949 BRAILE,True
3606,42.38784063,-83.24316382,2003/8/13,14014 PATTON,True
3607,42.39694827,-83.24916721,2003/8/13,14895 BLACKSTONE,True
3608,42.39768803,-83.26298768,2003/8/13,15001 CHATHAM,True
3609,42.40420764,-83.26570821,2003/8/13,15713 BEAVERLAND,True
3610,42.39929865,-83.2439645,2003/8/13,15146 PATTON,True
3611,42.39256844,-83.24236759,2003/8/13,14415 FIELDING,True
3612,42.38804113,-83.24211294,2003/8/13,14028 FIELDING,True
3613,42.39609097,-83.24797344,2003/8/13,14830 TRINITY,True
3614,42.39688028,-83.24572304,2003/8/13,14884 PIERSON,True
3615,42.39439827,-83.24131786,2003/8/13,14567 STOUT,True
3616,42.38914732,-83.23803732,2003/8/13,14133 VAUGHAN,True
3617,42.39921135,-83.24700322,2003/8/13,15084 BURT RD,True
3618,42.40200333,-83.27219786,2003/8/13,15400 ILIAD,True
3619,42.40463053,-83.27130369,2003/8/13,15736 VIRGIL,True
3620,42.40292746,-83.2702482,2003/8/13,15465 RIVERDALE DR,True
3621,42.39985087,-83.24146305,2003/8/13,15126 STOUT,True
3622,42.38551072,-83.23883354,2003/8/13,13610 HEYDEN,True
3623,42.39648851,-83.25798793,2003/8/13,14875 ROCKDALE,True
3624,42.39450774,-83.24029809,2003/8/13,14575 KENTFIELD,True
3625,42.39693098,-83.2480034,2003/8/13,14890 TRINITY,True
3626,42.33168114,-83.04799604,2003/7/13,3523 JOS CAMPAU,True
3627,42.34585264,-83.09835196,2003/7/13,3309 W WARREN,True
3628,42.38874056,-83.18005334,2003/7/13,13948 LESURE,True
3629,42.41590744,-83.12130742,2003/7/13,11641 ST MARYS,True
3630,42.33281918,-83.11400455,2003/7/13,4030 35TH,True
3631,42.36719174,-83.03290926,2003/7/13,3326 E HANCOCK,True
3632,42.33883293,-83.12737102,2003/7/13,6357 DEVEREAUX,True
3633,42.32539963,-83.11470744,2003/7/13,3145 MILITARY,True
3634,42.34602778,-83.09989256,2003/7/13,5032 23RD,True
3635,42.34603815,-83.12148401,2003/7/13,5914 NORTHFIELD,True
3636,42.35128104,-83.12118327,2003/7/13,6406 IRONWOOD,True
3637,42.34052103,-83.10013914,2003/7/13,4415 ROOSEVELT,True
3638,42.34265736,-83.101432,2003/7/13,4586 ROOSEVELT,True
3639,42.33168114,-83.04799604,2003/7/13,5166 -68 TILLMAN,True
3640,42.34026868,-83.10464457,2003/7/13,1352 W GRAND BLVD,True
3641,42.34522579,-83.10042837,2003/7/13,3438 W WARREN,True
3642,42.3514677,-83.12021765,2003/7/13,6417 WHITEWOOD,True
3643,42.38270663,-83.24057222,2003/7/13,3525 JEFFRIES,True
3644,42.33364536,-83.07914111,2003/7/13,2668 15TH,True
3645,42.3441922,-83.09169292,2003/7/13,2713 EARLE PL,True
3646,42.34029172,-83.0977689,2003/7/13,4269 24TH,True
3647,42.3414659,-83.09055907,2003/7/13,2750 POPLAR,True
3648,42.38470643,-83.07396045,2003/7/13,571 JOSEPHINE,True
3649,42.36700738,-83.08898275,2003/7/13,7450 KIPLING,True
3650,42.37507565,-83.03288045,2003/7/13,3637 E PALMER,True
3651,42.36883605,-82.98950165,2003/7/13,9403 JAMESON,True
3652,42.38095805,-82.99863349,2003/7/13,4874 COOPER,True
3653,42.37475302,-83.03362137,2003/7/13,3590 E PALMER,True
3654,42.37184811,-83.03665303,2003/7/13,5442 ELMWOOD,True
3655,42.33168114,-83.04799604,2003/7/13,5136- 68 BURNS,True
3656,42.36601757,-83.04095334,2003/7/13,5022 CHENE,True
3657,42.35813135,-83.02670768,2003/7/13,3523 ELMWOOD,True
3658,42.36884988,-82.99182696,2003/7/13,3103 MCCLELLAN,True
3659,42.36884988,-82.99182696,2003/7/13,3103 MCCLELLAN,True
3660,42.38623275,-82.95698035,2003/7/13,3875 EASTLAWN,True
3661,42.371537,-83.04208258,2003/7/13,5568 GRANDY,True
3662,42.40851833,-82.919663,2003/7/13,4850 LODEWYCK,True
3663,42.40851833,-82.919663,2003/7/13,4850 LODEWYCK,True
3664,42.38628186,-82.95701246,2003/7/13,3887 EASTLAWN,True
3665,42.39508733,-82.98568299,2003/7/13,5874 GUNSTON,True
3666,42.36430758,-83.04548296,2003/7/13,2000 DAVIS PLACE,True
3667,42.41947768,-82.92690279,2003/7/13,6306 LODEWYCK,True
3668,42.37005055,-83.0375979,2003/7/13,5321 MCDOUGALL,True
3669,42.40828787,-82.91951321,2003/7/13,4832 LODEWYCK,True
3670,42.33168114,-83.04799604,2003/7/13,5509 JOS CAMPAU,True
3671,42.35415249,-83.02694973,2003/7/13,2900 MCDOUGALL AKA CHARLEVOIX,True
3672,42.40643731,-82.91829294,2003/7/13,4528 LODEWYCK,True
3673,42.35610794,-83.02968863,2003/7/13,2939 GRATIOT,True
3674,42.36829332,-83.04423043,2003/7/13,2232 E KIRBY,True
3675,42.35886074,-83.03137788,2003/7/13,3717 MITCHELL,True
3676,42.37079723,-83.0441129,2003/7/13,5564 CHENE,True
3677,42.34865844,-83.23684816,2003/7/13,7731 VAUGHAN,True
3678,42.33168114,-83.04799604,2003/7/13,12681 - 83 STOEPEL,True
3679,42.39323792,-83.15527813,2003/7/13,14303 OHIO,True
3680,42.44058633,-82.98734112,2003/7/13,13419 MANNING,True
3681,42.42589704,-83.06479059,2003/7/13,3911 E NEVADA,True
3682,42.42589704,-83.06479059,2003/7/13,3911 E NEVADA,True
3683,42.3125831,-83.09256357,2003/7/13,18445 - 47 BINDER,True
3684,42.43590231,-83.05783312,2003/7/13,19300 EUREKA,True
3685,42.42143195,-82.97588053,2003/7/13,14250 ALMA,True
3686,42.4277914,-83.06387338,2003/7/13,18428 BINDER,True
3687,42.41295922,-82.95132656,2003/7/13,10005 SOMERSET,True
3688,42.41480979,-82.95110417,2003/7/13,10238 NOTTINGHAM,True
3689,42.43133927,-82.94737653,2003/7/13,12449 LANSDOWNE,True
3690,42.33907607,-83.08222116,2003/7/13,3518 15TH,True
3691,42.42763929,-82.95166648,2003/7/13,12147 WHITEHILL,True
3692,42.33168114,-83.04799604,2003/7/13,18716 VAN DYKE,True
3693,42.43292251,-82.97013986,2003/7/13,14800 SARATOGA,True
3694,42.4235291,-82.95194648,2003/7/13,11545 WAYBURN,True
3695,42.42971686,-83.11098096,2003/7/13,604 W ROBINWOOD,True
3696,42.43778168,-83.10901056,2003/7/13,481 FERNHILL,True
3697,42.43782662,-83.10759095,2003/7/13,400 FERNHILL,True
3698,42.43623647,-83.11133126,2003/7/13,750 ANNIN,True
3699,42.43710068,-83.08881337,2003/7/13,19434 HULL,True
3700,42.43624684,-83.11077125,2003/7/13,720 ANNIN,True
3701,42.33168114,-83.04799604,2003/7/13,19159 JOHN R,True
3702,42.43813082,-83.10738354,2003/7/13,19640 CHARLESTON,True
3703,42.42606182,-83.10574039,2003/7/13,189 W MARGARET,True
3704,42.42917183,-83.0838839,2003/7/13,18562 MARX,True
3705,42.4203684,-83.0823675,2003/7/13,17303 DEQUINDRE,True
3706,42.43782662,-83.10771079,2003/7/13,408 FERNHILL,True
3707,42.43782662,-83.10771079,2003/7/13,408 FERNHILL,True
3708,42.42584289,-82.92929147,2003/6/13,20670 MCCORMICK,True
3709,42.38499911,-83.00721453,2003/6/13,5744 ROHNS,True
3710,42.39479581,-82.94333087,2003/6/13,4214 BALFOUR,True
3711,42.37471269,-83.03371125,2003/5/13,3586 E PALMER,True
3712,42.35684079,-83.02583771,2003/5/13,3135 ELMWOOD,True
3713,42.38924757,-83.07368275,2003/5/13,9550 GOODWIN,True
3714,42.38924757,-83.07368275,2003/5/13,9550 GOODWIN,True
3715,42.37422297,-83.07225047,2003/5/13,240 SMITH,True
3716,42.37422297,-83.07225047,2003/5/13,240 SMITH,True
3717,42.38567319,-83.09924152,2003/5/13,1429 COLLINGWOOD,True
3718,42.37244615,-83.10739045,2003/5/13,2530 TAYLOR,True
3719,42.38788327,-83.09321047,2003/5/13,825 COLLINGWOOD,True
3720,42.38788327,-83.09321047,2003/5/13,825 COLLINGWOOD,True
3721,42.34377853,-83.11031494,2003/5/13,5142 SCOTTEN,True
3722,42.34022143,-83.0977182,2003/5/13,4263 24TH,True
3723,42.34533296,-83.09001981,2003/5/13,4607 18TH,True
3724,42.3480074,-83.11641743,2003/5/13,6001 30TH,True
3725,42.3480074,-83.11641743,2003/5/13,6001 30TH,True
3726,42.349949,-83.12555387,2003/5/13,6402 HAZLETT,True
3727,42.27926273,-83.14090878,2003/5/13,4907 CAMPBELL,True
3728,42.35072103,-83.12010358,2003/5/13,6362 WHITEWOOD,True
3729,42.33548556,-83.08272125,2003/5/13,3026 17TH,True
3730,42.33756312,-83.10816018,2003/5/13,4329 BUCHANAN,True
3731,42.33168114,-83.04799604,2003/5/13,3334 - 36 W. WARREN,True
3732,42.33168114,-83.04799604,2003/5/13,3334 - 36 W. WARREN,True
3733,42.34588836,-83.12137339,2003/5/13,5902 NORTHFIELD,True
3734,42.3395969,-83.09948234,2003/5/13,4146 ROOSEVELT,True
3735,42.34209735,-83.10244256,2003/5/13,4644 MCKINLEY,True
3736,42.32847277,-83.11106047,2003/5/13,5667 OTIS,True
3737,42.35046061,-83.12467699,2003/5/13,6417 NORTHFIELD,True
3738,42.35263612,-83.02398138,2003/5/13,3187 E VERNOR,True
3739,42.36748557,-83.03208999,2003/5/13,3385 E HANCOCK,True
3740,42.36748557,-83.03208999,2003/5/13,3385 E HANCOCK,True
3741,42.32868594,-83.110671,2003/5/13,5640 OTIS,True
3742,42.32868594,-83.110671,2003/5/13,5640 OTIS,True
3743,42.32159941,-83.11334429,2003/5/13,2722 LIVERNOIS,True
3744,42.32159941,-83.11334429,2003/5/13,2722 LIVERNOIS,True
3745,42.43056724,-83.10973074,2003/4/13,530 W HOLLYWOOD,True
3746,42.43875881,-83.09383731,2003/4/13,19689 CAMERON,True
3747,42.35551567,-83.03091927,2003/4/13,2821 PIERCE,True
3748,42.3989613,-83.19367332,2003/4/13,14948 COYLE,True
3749,42.40291709,-83.16185766,2003/4/13,15325 ILENE,True
3750,42.40291709,-83.16185766,2003/4/13,15325 ILENE,True
3751,42.41052438,-83.14783865,2003/4/13,16166 TULLER,True
3752,42.4059015,-83.15540373,2003/4/13,15506 OHIO,True
3753,42.4059015,-83.15540373,2003/4/13,15506 OHIO,True
3754,42.36322098,-83.20138323,2003/4/13,9234 PREVOST,True
3755,42.39157748,-82.9538731,2003/4/13,4340 PHILIP,True
3756,42.33168114,-83.04799604,2003/4/13,4724 MT ELLIOTT,True
3757,42.36484109,-83.18960346,2003/4/13,9410 LAUDER,True
3758,42.33043232,-83.08830242,2003/4/13,4620- 22 HELEN,True
3759,42.39089187,-82.96471838,2003/4/13,4701 LENOX,True
3760,42.36859061,-82.98580744,2003/4/13,2597 HURLBUT,True
3761,42.33791111,-83.22053301,2003/4/13,6426 FAUST,True
3762,42.35352798,-83.21875734,2003/4/13,8279 ROSEMONT,True
3763,42.36796031,-82.9853569,2003/4/13,2541 HURLBUT,True
3764,42.34093815,-83.23162717,2003/4/13,6797 MINOCK,True
3765,42.37768788,-83.01127402,2003/4/13,5068 MAXWELL,True
3766,42.39143114,-83.19242309,2003/4/13,14280 ROBSON,True
3767,42.3812081,-83.02710291,2003/4/13,5998 CANTON,True
3768,42.377651,-83.02481794,2003/4/13,5555 CANTON,True
3769,42.3775715,-83.02476839,2003/4/13,5549 CANTON,True
3770,42.37699305,-83.02385117,2003/4/13,6914 E FERRY,True
3771,42.37675799,-83.02413348,2003/4/13,5466 CANTON,True
3772,42.33574203,-83.06082058,2003/4/13,16520 - 50 SCHAEFER,True
3773,42.37968593,-83.01712991,2003/4/13,7725 E FERRY,True
3774,42.38473062,-83.00585714,2003/4/13,5477 HOLCOMB,True
3775,42.38604999,-83.01363735,2003/4/13,5967 SENECA,True
3776,42.37496158,-83.01849883,2003/4/13,5111 FIELD,True
3777,42.37952116,-83.01765881,2003/4/13,5511 BALDWIN,True
3778,42.33574203,-83.06082058,2003/4/13,16520 - 50 SCHAEFER,True
3779,42.40934106,-82.91804866,2003/4/13,4869 RADNOR,True
3780,42.39507581,-82.98237018,2003/4/13,11937 OLGA,True
3781,42.42143656,-82.97899054,2003/4/13,14123 ALMA,True
3782,42.3681274,-83.20578725,2003/4/13,9925 METTETAL,True
3783,42.43757772,-82.99134761,2003/4/13,19367 FAIRPORT,True
3784,42.42143656,-82.97877045,2003/4/13,14131 ALMA,True
3785,42.4320122,-83.0703999,2003/4/13,3120 E BRENTWOOD,True
3786,42.4292571,-82.98491788,2003/4/13,18131 SCHOENHERR,True
3787,42.4193348,-82.99012734,2003/4/13,12093 BARLOW,True
3788,42.42536239,-82.9805104,2003/4/13,13680 CEDARGROVE,True
3789,42.44011735,-82.96900141,2003/4/13,14841 LIBERAL,True
3790,42.43077235,-82.96633964,2003/4/13,15072 GLENWOOD,True
3791,42.42465949,-82.95105577,2003/4/13,11661 WAYBURN,True
3792,42.43013744,-82.96326074,2003/4/13,15305 PARK GROVE,True
3793,42.41567861,-82.95424644,2003/4/13,10513 ROXBURY,True
3794,42.43150174,-82.96713932,2003/4/13,15030 LINNHURST,True
3795,42.42693179,-82.99012389,2003/4/13,17232 GITRE,True
3796,42.42312235,-82.96879054,2003/4/13,14858 ROCHELLE,True
3797,42.42698019,-82.9423353,2003/4/13,11600 NOTTINGHAM,True
3798,42.42055507,-82.99329842,2003/4/13,12533 RACINE,True
3799,42.43131162,-82.9732395,2003/4/13,14500 LINNHURST,True
3800,42.41681361,-82.99223371,2003/4/13,11936 DRESDEN,True
3801,42.33168114,-83.04799604,2003/4/13,17191 JOS CAMPAU,True
3802,42.42607219,-83.10527026,2003/4/13,163 W MARGARET,True
3803,42.36098094,-83.01659871,2003/4/13,3185 BELLEVUE BLDG 101,True
3804,42.36080119,-83.01648809,2003/4/13,3171 BELLEVUE BLDG 101,True
3805,42.40281799,-83.27130715,2003/4/13,15457 VIRGIL,True
3806,42.39023046,-83.25893395,2003/4/13,14238 DOLPHIN,True
3807,42.40190769,-83.25564764,2003/4/13,15373 GREYDALE,True
3808,42.40430789,-83.26326768,2003/4/13,15717 CHATHAM,True
3809,42.38792821,-83.23091737,2003/4/13,14001 GRANDVILLE,True
3810,42.41287741,-83.26021068,2003/4/13,22226 GROVE,True
3811,42.38112744,-83.02705337,2003/4/13,5992 CANTON,True
3812,42.3971407,-83.2469433,2003/4/13,14904 BURT RD,True
3813,42.40182818,-83.26675794,2003/4/13,15373 WEST PARKWAY,True
3814,42.40182818,-83.26675794,2003/4/13,15373 WEST PARKWAY,True
3815,42.40310145,-83.27124378,2003/4/13,15478 VIRGIL,True
3816,42.40238243,-83.27228313,2003/4/13,15426 ILIAD,True
3817,42.35102062,-83.12911788,2003/4/13,6545 EPWORTH,True
3818,42.420267,-83.2426476,2003/4/13,17579 STOUT,True
3819,42.3558229,-83.19690855,2003/4/13,8551 GREENFIELD,True
3820,42.40145254,-82.92143176,2003/4/13,17424 POMONA,True
3821,42.390348,-82.95085297,2003/4/13,4140 ASHLAND,True
3822,42.39041829,-83.24553752,2003/4/13,14233 PIERSON,True
3823,42.39041829,-83.24553752,2003/4/13,14233 PIERSON,True
3824,42.39722021,-83.2469433,2003/4/13,14910 BURT RD,True
3825,42.40591072,-83.27029314,2003/4/13,15818 RIVERDALE DR,True
3826,42.39419086,-83.25166305,2003/4/13,14566 BENTLER,True
3827,42.40217502,-83.27225433,2003/4/13,15408 ILIAD,True
3828,42.36329818,-83.22029794,2013/2/27,9301 PENROD,True
3829,42.36203022,-83.14515493,2013/2/26,9125 BRYDEN,True
3830,42.35346807,-83.24192742,2013/2/26,8303 PATTON,True
3831,42.41762559,-83.26095666,2013/2/26,17440 COOLEY,True
3832,42.33168114,-83.04799604,2013/2/25,212 BAYSIDE,True
3833,42.3737609,-82.94746872,2013/2/25,1125 NEWPORT,True
3834,42.33168114,-83.04799604,2013/2/25,739 BAYSIDE,True
3835,42.33168114,-83.04799604,2013/2/25,244 LUTHER,True
3836,42.33168114,-83.04799604,2013/2/25,1235 - 37 CRAWFORD,True
3837,42.40350936,-83.27233383,2013/2/25,15510 ILIAD,True
3838,42.38792821,-83.01117377,2013/2/25,6030 CRANE,True
3839,42.31802042,-83.10455699,2013/2/25,2009 CAMPBELL,True
3840,42.33168114,-83.04799604,2013/2/25,239 LUTHER,True
3841,42.33168114,-83.04799604,2013/2/25,333 BAYSIDE,True
3842,42.33168114,-83.04799604,2013/2/25,755 BAYSIDE,True
3843,42.32996049,-83.04049713,2013/2/21,200 RENAISSANCE CENTER,True
3844,42.34016843,-83.11301359,2013/2/18,4920 30TH,True
3845,42.33922241,-83.07199236,2013/2/18,1525 ELM,True
3846,42.33922241,-83.07199236,2013/2/18,1525 ELM,True
3847,42.34681133,-83.1004687,2013/2/18,5093 23RD,True
3848,42.33987805,-83.09741285,2013/2/18,4238 24TH,True
3849,42.33647998,-83.11447699,2013/2/18,4473 33RD,True
3850,42.3916881,-83.08764265,2013/2/18,11542 WOODWARD,True
3851,42.346718,-83.10542236,2013/2/18,5312 MCKINLEY,True
3852,42.34323696,-83.10069224,2013/2/18,4610 25TH,True
3853,42.3916881,-83.08764265,2013/2/18,11542 WOODWARD,True
3854,42.33712871,-83.2217671,2013/2/18,6371 GREENVIEW,True
3855,42.3899205,-83.25016393,2013/2/18,14204 WESTBROOK,True
3856,42.3899205,-83.25016393,2013/2/18,14204 WESTBROOK,True
3857,42.39561047,-83.25910333,2013/2/18,14808 DOLPHIN,True
3858,42.39093797,-83.2489379,2013/2/18,14301 BLACKSTONE,True
3859,42.39662793,-83.24915799,2013/2/18,14871 BLACKSTONE,True
3860,42.41567861,-83.23922763,2013/2/18,17131 VAUGHAN,True
3861,42.42322836,-83.24515727,2013/2/18,18227 PATTON,True
3862,42.42786745,-83.24303822,2013/2/18,18965 STOUT,True
3863,42.39499054,-83.24902317,2013/2/18,14622 BLACKSTONE,True
3864,42.33488867,-83.23020756,2013/2/18,6225 WESTWOOD,True
3865,42.33930076,-83.2132333,2013/2/18,6522 LONGACRE,True
3866,42.33877071,-83.20458312,2013/2/18,6472 METTETAL,True
3867,42.34057058,-83.10807721,2013/2/16,4671 SCOTTEN,True
3868,42.38782796,-82.94917294,2013/2/16,3750 ASHLAND,True
3869,42.44325847,-83.13314741,2013/2/16,20217 LICHFIELD,True
3870,42.36825069,-83.03135829,2013/2/16,4831 MORAN,True
3871,42.40599138,-83.15649379,2013/2/15,15514 WISCONSIN,True
3872,42.40599138,-83.15649379,2013/2/15,15514 WISCONSIN,True
3873,42.2891434,-83.14853709,2013/2/13,511 OAKWOOD,True
3874,42.33168114,-83.04799604,2013/2/13,320 LUTHER,True
3875,42.33168114,-83.04799604,2013/2/13,256 COLONIAL,True
3876,42.33168114,-83.04799604,2013/2/13,307- 315 COLONIAL,True
3877,42.33168114,-83.04799604,2013/2/13,351 LUTHER,True
3878,42.33168114,-83.04799604,2013/2/13,491 DUMFRIES,True
3879,42.33168114,-83.04799604,2013/2/13,200 LUTHER,True
3880,42.39504816,-82.99892271,2013/2/13,6554 HARDING,True
3881,42.40045697,-83.00661189,2013/2/13,9699 TRAVERSE,True
3882,42.33168114,-83.04799604,2013/2/13,483 WARING,True
3883,42.33382742,-83.2301776,2002/12/13,6103 WESTWOOD,True
3884,42.33168114,-83.04799604,2002/12/13,16652 SAN JUAN,True
3885,42.33168114,-83.04799604,2002/12/13,5339 - 41 BELVIDERE,True
3886,42.43917709,-82.9585214,2002/12/13,15717 NOVARA,True
3887,42.33382742,-83.2301776,2002/12/13,6103 WESTWOOD,True
3888,42.36772179,-83.14227348,2002/8/13,9580 BURNETTE,True
3889,42.41087936,-82.95150401,2002/8/13,9696 BALFOUR,True
3890,42.33804823,-83.2327276,2002/8/13,6451 AUBURN,True
3891,42.3618659,-83.08556163,2002/7/13,6122 COMMONWEALTH,True
3892,42.35673248,-83.08799986,2002/7/13,5727 VERMONT,True
3893,42.36173914,-83.08964647,2002/7/13,6195 ROSA PARKS BLVD,True
3894,42.35619552,-83.08901041,2002/7/13,5710 WABASH,True
3895,42.35040069,-83.12867771,2002/7/13,6511 EPWORTH,True
3896,42.36491714,-83.0842365,2002/7/13,6425 TRUMBULL,True
3897,42.36458759,-83.08430564,2002/7/13,6399 TRUMBULL,True
3898,42.36453573,-83.08565035,2002/7/13,1410 FERRY PARK,True
3899,42.36177026,-83.08827756,2002/7/13,6169 HECLA,True
3900,42.36177026,-83.08827756,2002/7/13,6169 HECLA,True
3901,42.36218853,-83.08849303,2002/7/13,6204 HECLA,True
3902,42.36218853,-83.08849303,2002/7/13,6204 HECLA,True
3903,42.35673248,-83.08799986,2002/7/13,5727 VERMONT,True
3904,42.35873284,-83.08755968,2002/7/13,5951 ROSA PARKS,True
3905,42.36174836,-83.08819344,2002/7/13,6168 HECLA,True
3906,42.36174836,-83.08819344,2002/7/13,6168 HECLA,True
3907,42.35698598,-83.08945058,2002/7/13,5782 WABASH,True
3908,42.36347679,-83.0870377,2002/7/13,1626 HOLDEN,True
3909,42.39389703,-83.04070099,2002/7/13,4087 DODGE,True
3910,42.39389703,-83.04070099,2002/7/13,4087 DODGE,True
3911,42.30539833,-83.09135415,2002/7/13,281 S MORRELL,True
3912,42.42042025,-83.06891807,2002/7/13,17231 GALLAGHER,True
3913,42.41933826,-83.07030311,2002/7/13,17148 MCDOUGALL,True
3914,42.27926273,-83.14090878,2002/7/13,4452 CAMPBELL,True
3915,42.35040069,-83.12867771,2002/7/13,6511 EPWORTH,True
3916,42.36484109,-83.08417543,2002/4/13,6418 TRUMBULL,True
3917,42.36374757,-83.08449577,2002/4/13,6337 TRUMBULL,True
3918,42.36382708,-83.08447618,2002/4/13,6343 TRUMBULL,True
3919,42.36484109,-83.08417543,2002/4/13,6418 TRUMBULL,True
3920,42.36449771,-83.08432638,2002/4/13,6393 TRUMBULL,True
3921,42.36374757,-83.08449577,2002/4/13,6337 TRUMBULL,True
3922,42.36528933,-83.08411551,2002/4/13,6452 TRUMBULL,True
3923,42.36365769,-83.08451651,2002/4/13,6331 TRUMBULL,True
3924,42.3647973,-83.08426646,2002/4/13,6415 TRUMBULL,True
3925,42.3647973,-83.08426646,2002/4/13,6415 TRUMBULL,True
3926,42.36441705,-83.08434597,2002/4/13,6387 TRUMBULL,True
3927,42.36441705,-83.08434597,2002/4/13,6387 TRUMBULL,True
3928,42.33168114,-83.04799604,2002/1/13,2133- 37 PIERCE,True
3929,42.42149889,-82.97358771,2002/1/13,12545 ALMA (AKA 12540 HAYES),True
3930,42.37189536,-83.03139977,2002/1/13,3615 FREDERICK,True
3931,42.39153139,-82.95056836,2002/1/13,4189 ALTER,True
3932,42.39153139,-82.95056836,2002/1/13,4189 ALTER,True
3933,42.35480126,-83.03359833,2002/1/13,3465 CHENE,True
3934,42.35480126,-83.03359833,2002/1/13,3465 CHENE,True
3935,42.35384601,-83.03362022,2002/1/13,2285 ERSKINE,True
